ClienteID;genero;Idoso;Parceiro;Dependentes;Tenure;ServiçoFone;Multiplas Linhas;Internet;SegurançaOnline;OnlineBackup;Proteção;SuporteTecnico;StreamingTV;StreamingMovies;Contrato;ContaDigital;MetododePagamento;TaxasMensais;Taxas Totais;Atrito
9167-APMXZ;Mulher;0;Não;Não;22;Sim;Sim;Fibra Ótica;Não;Não;Não;Não;Sim;Não;Mês a Mês;Sim;Débito automatico;84.15;1821.95;Não
2749-CTKAJ;Homem;0;Sim;Sim;22;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Um ano;Não;Boleto;20.15;419.9;Não
6371-NZYEG;Homem;0;Sim;Sim;16;Sim;Não;DSL;Sim;Não;Sim;Não;Sim;Não;Dois anos;Não;Boleto;64.25;1024;Não
7554-NEWDD;Homem;0;Não;Não;10;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Dois anos;Não;Débito automatico;25.7;251.6;Não
8992-VONJD;Mulher;0;Não;Sim;13;Sim;Não;DSL;Sim;Sim;Não;Não;Não;Não;Mês a Mês;Sim;Pagamento digital;56;764.55;Não
0867-MKZVY;Mulher;0;Sim;Não;20;Sim;Sim;Fibra Ótica;Sim;Não;Não;Não;Não;Não;Mês a Mês;Não;Pagamento digital;82.4;1592.35;Sim
4482-EWFMI;Mulher;0;Não;Não;2;Sim;Não;Fibra Ótica;Não;Não;Não;Não;Não;Não;Mês a Mês;Sim;Pagamento digital;69.7;135.2;Não
4648-YPBTM;Homem;0;Não;Não;53;Sim;Sim;DSL;Não;Sim;Sim;Sim;Não;Sim;Dois anos;Sim;Débito automatico;73.9;3958.25;Não
2907-ILJBN;Mulher;0;Sim;Sim;11;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Um ano;Não;Boleto;20.6;233.9;Não
6345-FZOQH;Homem;0;Sim;Não;69;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Dois anos;Não;Boleto;19.9;1363.45;Não
3376-BMGFE;Mulher;0;Não;Não;4;Sim;Não;Fibra Ótica;Não;Não;Não;Não;Não;Não;Mês a Mês;Sim;Débito automatico;70.9;273;Sim
5997-OPVFA;Homem;0;Sim;Não;72;Sim;Sim;DSL;Sim;Sim;Sim;Sim;Sim;Sim;Dois anos;Sim;Débito automatico;89.05;6254.45;Não
3445-HXXGF;Homem;1;Sim;Não;58;Não;Não;DSL;Não;Sim;Sim;Não;Não;Sim;Mês a Mês;Sim;Pagamento digital;45.3;2651.2;Sim
1159-WFSGR;Mulher;0;Sim;Sim;16;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Mês a Mês;Não;Pagamento digital;20.4;321.4;Não
7654-YWJUF;Homem;0;Sim;Não;43;Sim;Não;Fibra Ótica;Sim;Não;Sim;Sim;Não;Não;Um ano;Sim;Débito automatico;84.25;3539.25;Não
1875-QIVME;Mulher;0;Sim;Não;2;Sim;Sim;Fibra Ótica;Não;Não;Sim;Sim;Sim;Sim;Mês a Mês;Sim;Pagamento digital;104.4;242.8;Sim
6727-IOTLZ;Homem;0;Sim;Não;14;Sim;Não;DSL;Não;Sim;Sim;Sim;Sim;Sim;Dois anos;Não;Boleto;81.95;1181.75;Não
0691-JVSYA;Mulher;0;Sim;Não;53;Sim;Não;Fibra Ótica;Não;Não;Sim;Não;Sim;Sim;Um ano;Sim;Débito automatico;94.85;5000.2;Sim
5918-VUKWP;Mulher;0;Não;Não;32;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Um ano;Não;Débito automatico;20.55;654.55;Não
1744-JHKYS;Mulher;0;Sim;Não;34;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Mês a Mês;Não;Pagamento digital;24.7;780.2;Não
2656-FMOKZ;Mulher;1;Não;Não;15;Sim;Sim;Fibra Ótica;Não;Não;Não;Não;Não;Não;Mês a Mês;Sim;Boleto;74.45;1145.7;Sim
2070-FNEXE;Mulher;1;Não;Não;7;Sim;Não;Fibra Ótica;Sim;Não;Não;Não;Não;Não;Mês a Mês;Não;Débito automatico;76.45;503.6;Sim
5947-SGKCL;Mulher;0;Sim;Sim;15;Sim;Sim;Fibra Ótica;Não;Sim;Sim;Não;Sim;Sim;Mês a Mês;Sim;Débito automatico;105.35;1559.25;Não
3712-PKXZA;Homem;0;Sim;Não;61;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Um ano;Sim;Cartão de Crédito;20.55;1252;Não
6317-YPKDH;Mulher;0;Não;Não;1;Não;Não;DSL;Não;Sim;Não;Não;Não;Não;Mês a Mês;Não;Débito automatico;29.95;29.95;Sim
6582-OIVSP;Mulher;0;Não;Não;1;Sim;Não;DSL;Não;Não;Não;Não;Não;Não;Mês a Mês;Não;Boleto;45.3;45.3;Não
9367-WXLCH;Homem;0;Não;Não;8;Sim;Sim;Fibra Ótica;Não;Não;Não;Não;Não;Sim;Mês a Mês;Não;Débito automatico;84.5;662.65;Sim
5524-KHNJP;Homem;0;Sim;Sim;33;Sim;Não;DSL;Sim;Não;Sim;Não;Sim;Sim;Um ano;Não;Cartão de Crédito;74.75;2453.3;Não
1918-ZBFQJ;Mulher;0;Não;Não;13;Sim;Não;Fibra Ótica;Não;Sim;Sim;Não;Não;Não;Mês a Mês;Sim;Pagamento digital;79.25;1111.65;Sim
1024-GUALD;Mulher;0;Sim;Não;1;Não;Não;DSL;Não;Não;Não;Não;Não;Não;Mês a Mês;Sim;Pagamento digital;24.8;24.8;Sim
4827-USJHP;Homem;0;Não;Não;20;Sim;Não;DSL;Não;Sim;Não;Não;Não;Não;Mês a Mês;Sim;Boleto;51.8;1023.85;Não
8167-GJLRN;Homem;0;Não;Não;3;Não;Não;DSL;Não;Não;Não;Sim;Não;Não;Mês a Mês;Não;Pagamento digital;30.4;82.15;Não
0956-SYCWG;Mulher;0;Não;Não;13;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Um ano;Não;Pagamento digital;19.65;244.8;Não
8017-UVSZU;Mulher;0;Sim;Não;40;Sim;Sim;DSL;Não;Sim;Não;Não;Não;Não;Mês a Mês;Não;Cartão de Crédito;56.6;2379.1;Não
7100-FQPRV;Homem;0;Sim;Sim;43;Sim;Sim;DSL;Sim;Não;Não;Sim;Não;Sim;Um ano;Sim;Cartão de Crédito;71.9;3173.35;Não
2472-OVKUP;Homem;0;Sim;Não;6;Sim;Não;Fibra Ótica;Não;Sim;Sim;Não;Não;Sim;Mês a Mês;Sim;Pagamento digital;91;531;Sim
2984-RGEYA;Mulher;0;Sim;Sim;69;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Dois anos;Não;Débito automatico;19.75;1375.4;Não
9680-NIAUV;Mulher;0;Sim;Sim;72;Sim;Sim;Fibra Ótica;Sim;Sim;Sim;Não;Sim;Sim;Dois anos;Não;Cartão de Crédito;109.7;8129.3;Não
2146-EGVDT;Homem;0;Sim;Sim;59;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Dois anos;Não;Cartão de Crédito;19.3;1192.7;Não
2604-IJPDU;Mulher;0;Sim;Não;20;Sim;Não;Fibra Ótica;Sim;Sim;Não;Sim;Sim;Não;Mês a Mês;Sim;Pagamento digital;96.55;1901.65;Não
9178-JHUVJ;Homem;0;Sim;Sim;24;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Dois anos;Sim;Débito automatico;24.1;587.4;Não
6168-YBYNP;Homem;0;Não;Não;59;Sim;Sim;Fibra Ótica;Não;Sim;Sim;Sim;Sim;Sim;Mês a Mês;Sim;Pagamento digital;111.35;6519.75;Não
7255-SSFBC;Homem;0;Sim;Sim;72;Sim;Sim;Fibra Ótica;Não;Sim;Sim;Sim;Sim;Sim;Dois anos;Sim;Débito automatico;112.25;8041.65;Não
3645-DEYGF;Homem;0;Não;Sim;1;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Mês a Mês;Não;Boleto;20.75;20.75;Não
9323-HGFWY;Mulher;0;Sim;Não;27;Sim;Não;Fibra Ótica;Sim;Não;Não;Sim;Sim;Sim;Um ano;Sim;Cartão de Crédito;101.9;2681.15;Não
8544-GOQSH;Mulher;0;Não;Não;14;Sim;Não;Fibra Ótica;Não;Sim;Não;Sim;Não;Não;Mês a Mês;Sim;Cartão de Crédito;80.05;1112.3;Não
3363-DTIVD;Homem;0;Sim;Sim;71;Sim;Sim;Fibra Ótica;Sim;Não;Sim;Não;Sim;Sim;Dois anos;Não;Pagamento digital;105.55;7405.5;Não
7018-WBJNK;Homem;0;Não;Sim;13;Sim;Não;Fibra Ótica;Não;Não;Não;Não;Sim;Não;Mês a Mês;Sim;Cartão de Crédito;78.3;1033.95;Não
9142-KZXOP;Homem;0;Não;Não;44;Sim;Não;Fibra Ótica;Não;Não;Não;Não;Não;Não;Mês a Mês;Não;Cartão de Crédito;68.85;2958.95;Não
7674-YTAFD;Mulher;0;Não;Não;33;Sim;Não;Fibra Ótica;Não;Sim;Não;Sim;Não;Não;Um ano;Sim;Débito automatico;79.95;2684.85;Não
6348-SNFUS;Homem;0;Sim;Sim;72;Não;Não;DSL;Sim;Sim;Sim;Sim;Não;Sim;Dois anos;Sim;Cartão de Crédito;55.45;4179.2;Não
1285-OKIPP;Homem;0;Não;Não;1;Sim;Não;Fibra Ótica;Não;Não;Não;Não;Não;Sim;Mês a Mês;Não;Pagamento digital;79.9;79.9;Sim
7825-ECJRF;Mulher;0;Não;Não;19;Sim;Não;Fibra Ótica;Sim;Não;Sim;Sim;Sim;Sim;Mês a Mês;Sim;Pagamento digital;106.6;1934.45;Sim
1347-KTTTA;Homem;0;Sim;Não;64;Sim;Não;Fibra Ótica;Não;Sim;Sim;Sim;Sim;Sim;Um ano;Sim;Cartão de Crédito;102.45;6654.1;Não
7841-TZDMQ;Homem;0;Não;Não;2;Sim;Não;DSL;Não;Não;Não;Não;Não;Não;Mês a Mês;Sim;Cartão de Crédito;46;84.5;Sim
4195-NZGTA;Mulher;0;Não;Não;1;Não;Não;DSL;Não;Não;Não;Não;Não;Não;Mês a Mês;Não;Pagamento digital;25.25;25.25;Não
7157-SMCFK;Homem;0;Não;Sim;61;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Dois anos;Não;Boleto;19.75;1124.2;Não
4709-LKHYG;Mulher;0;Sim;Sim;29;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Um ano;Não;Pagamento digital;20;540.05;Não
2504-DSHIH;Homem;1;Sim;Não;23;Sim;Sim;Fibra Ótica;Não;Não;Não;Não;Não;Sim;Mês a Mês;Não;Pagamento digital;86.8;1975.85;Não
0699-NDKJM;Mulher;0;Sim;Não;57;Não;Não;DSL;Sim;Sim;Sim;Não;Sim;Sim;Mês a Mês;Sim;Débito automatico;58.75;3437.45;Não
9286-BHDQG;Homem;0;Sim;Sim;72;Não;Não;DSL;Sim;Sim;Sim;Sim;Não;Não;Dois anos;Não;Cartão de Crédito;45.25;3139.8;Não
0230-WEQUW;Homem;0;Sim;Não;66;Não;Não;DSL;Sim;Sim;Sim;Sim;Sim;Não;Dois anos;Sim;Débito automatico;56.6;3789.2;Não
2040-LDIWQ;Homem;0;Sim;Sim;65;Sim;Sim;DSL;Não;Sim;Sim;Sim;Sim;Sim;Dois anos;Sim;Débito automatico;84.2;5324.5;Não
6496-JDSSB;Mulher;0;Não;Não;8;Sim;Não;Fibra Ótica;Não;Não;Não;Não;Sim;Não;Mês a Mês;Sim;Débito automatico;80;624.6;Não
9408-SSNVZ;Mulher;0;Não;Não;4;Sim;Não;Fibra Ótica;Não;Não;Não;Não;Não;Não;Mês a Mês;Sim;Pagamento digital;70.15;268.35;Sim
4443-EMBNA;Mulher;0;Sim;Não;71;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Dois anos;Não;Débito automatico;24.75;1836.9;Não
6469-MRVET;Homem;0;Sim;Sim;1;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Um ano;Sim;Pagamento digital;20.2;20.2;Não
0742-MOABM;Homem;0;Sim;Não;4;Sim;Não;DSL;Não;Não;Não;Sim;Não;Não;Mês a Mês;Não;Boleto;50.05;179.35;Sim
5961-VUSRV;Mulher;0;Não;Não;12;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Um ano;Sim;Débito automatico;19.35;219.35;Não
6778-JFCMK;Homem;0;Não;Não;24;Não;Não;DSL;Sim;Não;Não;Não;Sim;Sim;Um ano;Sim;Boleto;50.6;1288.75;Não
6341-JVQGF;Mulher;0;Sim;Sim;31;Sim;Não;DSL;Sim;Não;Sim;Sim;Sim;Sim;Um ano;Sim;Boleto;81.15;2545.75;Não
2232-DMLXU;Mulher;0;Sim;Não;1;Sim;Não;DSL;Não;Não;Não;Não;Sim;Não;Mês a Mês;Não;Boleto;55.2;55.2;Sim
4811-JBUVU;Homem;0;Não;Não;30;Sim;Sim;Fibra Ótica;Não;Não;Não;Sim;Não;Sim;Mês a Mês;Sim;Cartão de Crédito;89.9;2723.15;Não
0945-TSONX;Mulher;0;Sim;Sim;47;Sim;Sim;DSL;Sim;Sim;Não;Sim;Sim;Sim;Dois anos;Sim;Cartão de Crédito;85.3;4107.25;Não
2651-ZCBXV;Homem;0;Não;Não;54;Sim;Sim;Fibra Ótica;Sim;Sim;Não;Sim;Sim;Sim;Dois anos;Sim;Cartão de Crédito;108;5760.65;Não
3316-UWXUY;Homem;0;Não;Não;50;Sim;Não;Fibra Ótica;Sim;Sim;Não;Sim;Não;Sim;Mês a Mês;Sim;Cartão de Crédito;93.5;4747.5;Não
8937-RDTHP;Homem;0;Não;Não;1;Sim;Não;Fibra Ótica;Sim;Não;Não;Não;Não;Sim;Mês a Mês;Sim;Boleto;84.6;84.6;Sim
7083-MIOPC;Mulher;0;Não;Não;72;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Dois anos;Não;Cartão de Crédito;20.25;1566.9;Não
1984-GPTEH;Mulher;0;Não;Não;29;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Mês a Mês;Não;Pagamento digital;25.15;702;Não
1251-KRREG;Homem;0;Não;Não;2;Sim;Sim;DSL;Não;Sim;Não;Não;Não;Não;Mês a Mês;Sim;Boleto;54.4;114.1;Sim
0621-JFHOL;Mulher;0;Não;Não;10;Não;Não;DSL;Não;Não;Não;Sim;Não;Não;Dois anos;Sim;Boleto;29.6;299.05;Não
9903-LYSAB;Homem;0;Sim;Não;18;Sim;Sim;Fibra Ótica;Não;Não;Não;Não;Não;Não;Mês a Mês;Sim;Pagamento digital;73.15;1305.95;Não
0094-OIFMO;Mulher;1;Não;Não;11;Sim;Não;Fibra Ótica;Não;Sim;Não;Não;Sim;Sim;Mês a Mês;Sim;Pagamento digital;95;1120.3;Sim
9227-UAQFT;Homem;0;Não;Não;16;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Dois anos;Não;Boleto;19.75;284.35;Não
7301-ABVAD;Mulher;0;Não;Não;72;Sim;Sim;DSL;Não;Sim;Sim;Sim;Sim;Sim;Dois anos;Não;Débito automatico;86.6;6350.5;Não
6614-FHDBO;Homem;0;Não;Não;72;Sim;Sim;Fibra Ótica;Não;Sim;Sim;Sim;Sim;Sim;Dois anos;Não;Débito automatico;109.2;7878.3;Não
7576-ASEJU;Mulher;0;Sim;Sim;41;Sim;Não;DSL;Sim;Não;Não;Sim;Sim;Sim;Um ano;Sim;Cartão de Crédito;74.7;3187.65;Não
9058-HRZSV;Mulher;1;Sim;Não;65;Sim;Não;Fibra Ótica;Sim;Sim;Sim;Não;Não;Sim;Mês a Mês;Não;Pagamento digital;94.4;6126.15;Não
4522-AKYLR;Mulher;1;Não;Não;13;Sim;Não;DSL;Não;Sim;Sim;Não;Não;Não;Mês a Mês;Sim;Pagamento digital;54.8;731.3;Não
0221-WMXNQ;Homem;1;Não;Não;4;Sim;Não;Fibra Ótica;Sim;Não;Não;Não;Não;Não;Mês a Mês;Não;Pagamento digital;75.35;273.4;Não
0303-UNCIP;Homem;0;Não;Não;41;Sim;Sim;DSL;Não;Não;Sim;Não;Não;Sim;Um ano;Não;Boleto;65;2531.8;Não
9947-OTFQU;Homem;1;Não;Não;15;Sim;Não;Fibra Ótica;Não;Sim;Não;Não;Não;Não;Mês a Mês;Sim;Pagamento digital;74.4;1074.3;Sim
0322-YINQP;Homem;0;Não;Não;1;Sim;Não;DSL;Sim;Não;Não;Não;Não;Não;Mês a Mês;Sim;Boleto;48.55;48.55;Sim
0959-WHOKV;Homem;0;Não;Não;42;Sim;Sim;Fibra Ótica;Sim;Sim;Sim;Não;Não;Sim;Um ano;Sim;Pagamento digital;99;4298.45;Não
4075-JFPGR;Mulher;0;Sim;Não;51;Sim;Não;Fibra Ótica;Sim;Sim;Sim;Não;Sim;Não;Um ano;Sim;Pagamento digital;93.5;4619.55;Não
4629-NRXKX;Mulher;0;Sim;Sim;2;Sim;Não;Fibra Ótica;Não;Não;Não;Não;Não;Não;Mês a Mês;Não;Pagamento digital;70.4;147.15;Sim
9514-JDSKI;Homem;1;Sim;Não;1;Não;Não;DSL;Não;Sim;Não;Não;Sim;Não;Mês a Mês;Não;Pagamento digital;40.2;40.2;Sim
3282-ZISZV;Homem;0;Não;Sim;32;Sim;Sim;DSL;Não;Sim;Sim;Sim;Sim;Sim;Um ano;Não;Cartão de Crédito;83.7;2633.3;Não
3675-YDUPJ;Homem;0;Não;Não;10;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Mês a Mês;Sim;Boleto;19.85;193.05;Não
4111-BNXIF;Mulher;0;Sim;Sim;67;Não;Não;DSL;Não;Sim;Sim;Sim;Sim;Sim;Dois anos;Sim;Pagamento digital;59.55;4103.9;Não
7017-VFHAY;Mulher;0;Sim;Sim;61;Sim;Sim;Fibra Ótica;Sim;Sim;Sim;Sim;Sim;Sim;Dois anos;Não;Cartão de Crédito;115.1;7008.15;Não
6655-LHBYW;Homem;0;Não;Não;50;Sim;Sim;Fibra Ótica;Sim;Sim;Sim;Sim;Sim;Sim;Um ano;Não;Cartão de Crédito;114.35;5791.1;Não
4959-JOSRX;Mulher;0;Sim;Não;2;Sim;Não;DSL;Não;Não;Não;Não;Não;Não;Mês a Mês;Sim;Cartão de Crédito;44.6;80.55;Sim
5046-NUHWD;Mulher;1;Sim;Não;29;Não;Não;DSL;Sim;Não;Sim;Não;Não;Sim;Mês a Mês;Sim;Pagamento digital;45;1228.65;Não
7273-TEFQD;Homem;1;Não;Não;3;Não;Não;DSL;Não;Não;Sim;Não;Não;Sim;Mês a Mês;Sim;Pagamento digital;41.15;132.2;Sim
3606-TWKGI;Homem;1;Não;Não;13;Sim;Sim;Fibra Ótica;Não;Sim;Sim;Não;Sim;Sim;Mês a Mês;Sim;Pagamento digital;106.9;1364.3;Sim
7529-ZDFXI;Homem;1;Sim;Não;57;Sim;Sim;Fibra Ótica;Não;Sim;Não;Não;Não;Sim;Mês a Mês;Sim;Pagamento digital;89.85;4925.35;Não
7605-BDWDC;Mulher;0;Não;Não;31;Não;Não;DSL;Sim;Sim;Não;Sim;Não;Sim;Dois anos;Sim;Débito automatico;49.85;1520.1;Não
1950-KSVVJ;Mulher;0;Sim;Não;45;Sim;Sim;Fibra Ótica;Sim;Sim;Sim;Sim;Sim;Sim;Um ano;Não;Boleto;113.3;5032.25;Não
0123-CRBRT;Mulher;0;Sim;Sim;61;Sim;Sim;DSL;Sim;Sim;Sim;Sim;Sim;Sim;Dois anos;Não;Boleto;88.1;5526.75;Não
6292-TOSSS;Homem;0;Não;Não;50;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Dois anos;Não;Débito automatico;24.9;1195.25;Não
3197-ARFOY;Mulher;1;Não;Não;19;Sim;Não;Fibra Ótica;Sim;Sim;Não;Sim;Sim;Sim;Mês a Mês;Sim;Boleto;105;2007.25;Não
6323-AYBRX;Homem;0;Não;Não;59;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Dois anos;Não;Boleto;19.35;1099.6;Sim
7014-ZZXAW;Mulher;0;Sim;Não;71;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Dois anos;Sim;Cartão de Crédito;24.25;1732.95;Não
4385-GZQXV;Mulher;1;Não;Não;16;Sim;Não;Fibra Ótica;Não;Não;Não;Sim;Sim;Sim;Mês a Mês;Sim;Pagamento digital;94.45;1511.2;Sim
7633-MVPUY;Homem;0;Sim;Não;57;Sim;Não;DSL;Sim;Sim;Não;Sim;Não;Não;Dois anos;Sim;Pagamento digital;59.75;3450.15;Não
6366-ZGQGL;Homem;0;Não;Não;1;Não;Não;DSL;Não;Não;Não;Não;Não;Não;Mês a Mês;Não;Débito automatico;24.8;24.8;Sim
4716-HHKQH;Homem;1;Sim;Não;20;Sim;Sim;Fibra Ótica;Não;Sim;Não;Sim;Sim;Sim;Mês a Mês;Não;Pagamento digital;107.05;2172.05;Não
5940-AHUHD;Homem;0;Não;Não;1;Sim;Não;Fibra Ótica;Não;Não;Não;Não;Não;Não;Mês a Mês;Não;Boleto;70.6;70.6;Sim
6432-TWQLB;Homem;0;Sim;Não;5;Sim;Sim;Fibra Ótica;Não;Sim;Não;Sim;Não;Não;Mês a Mês;Sim;Pagamento digital;85.4;401.1;Sim
4484-GLZOU;Mulher;0;Sim;Não;52;Sim;Sim;Fibra Ótica;Não;Sim;Sim;Não;Sim;Sim;Mês a Mês;Sim;Pagamento digital;105.05;5624.85;Sim
3179-GBRWV;Homem;1;Sim;Não;21;Sim;Não;DSL;Sim;Sim;Não;Não;Não;Sim;Mês a Mês;Sim;Débito automatico;64.95;1339.8;Não
8645-KWHJO;Homem;0;Não;Não;14;Não;Não;DSL;Não;Não;Sim;Sim;Sim;Sim;Mês a Mês;Sim;Pagamento digital;55;771.95;Não
4130-MZLCC;Mulher;0;Não;Não;5;Sim;Não;DSL;Não;Sim;Não;Não;Não;Não;Mês a Mês;Não;Débito automatico;50.55;244.75;Não
0314-TKOSI;Mulher;0;Não;Não;6;Sim;Não;DSL;Sim;Sim;Não;Não;Não;Não;Mês a Mês;Não;Boleto;55.15;322.9;Não
8229-MYEJZ;Mulher;0;Não;Não;10;Sim;Não;DSL;Não;Sim;Não;Não;Não;Não;Mês a Mês;Não;Pagamento digital;51.2;498.25;Não
2080-SRCDE;Mulher;0;Não;Sim;1;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Mês a Mês;Não;Boleto;25.4;25.4;Não
9577-WJVCQ;Mulher;0;Não;Não;68;Sim;Sim;DSL;Sim;Não;Não;Não;Não;Não;Mês a Mês;Não;Boleto;54.45;3687.75;Não
9512-UIBFX;Homem;0;Sim;Sim;18;Sim;Não;Fibra Ótica;Não;Não;Sim;Não;Sim;Sim;Mês a Mês;Não;Boleto;95.15;1779.95;Sim
6202-DYYFX;Mulher;0;Não;Não;22;Sim;Sim;Fibra Ótica;Não;Não;Não;Não;Não;Não;Um ano;Sim;Cartão de Crédito;76;1783.6;Não
3808-HFKDE;Mulher;0;Não;Não;20;Sim;Não;DSL;Não;Não;Não;Não;Não;Não;Mês a Mês;Sim;Pagamento digital;44.35;927.15;Não
5583-SXDAG;Homem;0;Sim;Não;1;Sim;Não;Fibra Ótica;Não;Não;Não;Não;Não;Não;Mês a Mês;Não;Pagamento digital;70;70;Sim
3488-PGMQJ;Homem;1;Não;Não;8;Sim;Não;Fibra Ótica;Não;Sim;Não;Não;Não;Não;Mês a Mês;Sim;Pagamento digital;74.5;606.55;Sim
3580-REOAC;Homem;0;Não;Não;10;Sim;Não;DSL;Não;Não;Não;Não;Não;Não;Mês a Mês;Sim;Cartão de Crédito;44.85;435.4;Sim
7534-BFESC;Homem;1;Não;Não;24;Sim;Sim;Fibra Ótica;Não;Não;Não;Não;Não;Não;Mês a Mês;Sim;Pagamento digital;76.1;1712.7;Sim
3727-OWVYD;Homem;0;Não;Não;35;Sim;Não;DSL;Sim;Sim;Sim;Não;Não;Não;Um ano;Não;Boleto;61.2;2021.2;Não
2294-SALNE;Homem;0;Sim;Sim;23;Sim;Não;Fibra Ótica;Não;Sim;Sim;Sim;Não;Não;Um ano;Não;Boleto;86.8;1940.8;Não
4847-TAJYI;Mulher;1;Não;Não;6;Sim;Não;Fibra Ótica;Não;Não;Não;Não;Sim;Sim;Mês a Mês;Sim;Pagamento digital;89.35;567.8;Não
1563-IWQEX;Mulher;0;Não;Não;12;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Mês a Mês;Não;Boleto;19.7;220.35;Não
8203-XJZRC;Homem;0;Não;Não;1;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Mês a Mês;Não;Boleto;20.25;20.25;Não
6556-DBKZF;Mulher;0;Sim;Sim;71;Sim;Não;Fibra Ótica;Não;Não;Sim;Não;Não;Não;Dois anos;Não;Pagamento digital;76.05;5436.45;Não
6851-WEFYX;Homem;1;Sim;Não;35;Sim;Sim;Fibra Ótica;Não;Não;Sim;Não;Sim;Sim;Mês a Mês;Sim;Pagamento digital;100.8;3437.5;Não
2985-JUUBZ;Homem;0;Sim;Sim;40;Sim;Sim;DSL;Não;Não;Sim;Não;Sim;Sim;Mês a Mês;Sim;Pagamento digital;74.55;3015.75;Não
6390-DSAZX;Mulher;0;Não;Sim;1;Sim;Não;Fibra Ótica;Sim;Não;Não;Não;Não;Não;Mês a Mês;Sim;Boleto;73.6;73.6;Sim
0895-LMRSF;Homem;0;Não;Não;23;Sim;Não;DSL;Não;Não;Não;Não;Sim;Sim;Um ano;Sim;Débito automatico;64.9;1509.8;Não
8098-LLAZX;Mulher;1;Não;Não;4;Sim;Sim;Fibra Ótica;Não;Não;Não;Não;Sim;Sim;Mês a Mês;Sim;Pagamento digital;95.45;396.1;Sim
8266-VBFQL;Homem;0;Não;Não;4;Sim;Não;Fibra Ótica;Não;Não;Sim;Sim;Não;Sim;Mês a Mês;Sim;Pagamento digital;90.4;356.65;Não
8181-YHCMF;Mulher;0;Sim;Sim;68;Não;Não;DSL;Não;Sim;Sim;Sim;Sim;Sim;Dois anos;Não;Cartão de Crédito;60.3;4109;Não
2240-HSJQD;Homem;0;Não;Sim;38;Sim;Sim;Fibra Ótica;Não;Sim;Não;Não;Não;Não;Mês a Mês;Sim;Boleto;81.85;3141.7;Não
1248-DYXUB;Homem;0;Sim;Sim;52;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Dois anos;Não;Boleto;24.8;1229.1;Não
0265-EDXBD;Homem;1;Sim;Não;32;Sim;Sim;Fibra Ótica;Não;Não;Não;Não;Não;Não;Mês a Mês;Sim;Pagamento digital;74.9;2303.35;Sim
4115-BNPJY;Homem;0;Sim;Sim;29;Sim;Não;DSL;Não;Não;Sim;Sim;Sim;Sim;Dois anos;Não;Boleto;75.55;2054.4;Não
3167-SNQPL;Homem;1;Sim;Sim;38;Sim;Sim;Fibra Ótica;Não;Sim;Não;Não;Sim;Sim;Mês a Mês;Não;Pagamento digital;101.15;3741.85;Não
4091-TVOCN;Homem;0;Não;Sim;48;Sim;Sim;DSL;Sim;Não;Sim;Não;Sim;Sim;Um ano;Sim;Cartão de Crédito;78.75;3682.45;Não
1098-TDVUQ;Mulher;0;Não;Não;1;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Mês a Mês;Sim;Débito automatico;19.25;19.25;Não
7277-OZCGZ;Mulher;0;Não;Não;22;Sim;Não;Fibra Ótica;Sim;Não;Não;Sim;Não;Sim;Mês a Mês;Sim;Pagamento digital;89.05;1886.25;Não
1557-EMYVT;Mulher;0;Não;Não;43;Sim;Sim;Fibra Ótica;Sim;Sim;Sim;Sim;Sim;Sim;Dois anos;Não;Cartão de Crédito;115.05;4895.1;Não
2799-ARNLO;Mulher;1;Sim;Não;5;Sim;Não;Fibra Ótica;Não;Não;Não;Não;Não;Não;Mês a Mês;Sim;Pagamento digital;69.35;341.6;Não
